MOTHERLODE_ID,PROJECT_ID,RESPONDENT_ID,METHOD_ID,METHOD_TYPE,PROJECT_NUMBER,CREATED_ON,PRACTICE,RESPONDENT_DATE,RESPONDENT_LANGUAGE,TEMPLATE_NUMBER_162048140,ENTITY_ID,SCAN_RESPONDENT_ID,AUTO_INCREMENT,CASEID,BATCH_ID,LANG1,Q1,Q2_DK,Q3,Q3_1,Q4,Q7,Q8,Q25,Q10,Q11,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q13I,Q13J,Q13K,Q13L,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q14G,Q17,Q18,Q9,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q20A,Q20B,Q20C,Q20D,Q20E,Q20F,Q20G,Q20H,Q21,Q23A,Q23B,Q23C,Q23D,Q23E,Q23F,Q23G,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q24G,Q26,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29,Q30A,Q30B,Q30C,Q30D,Q30E,Q30F,Q30G,Q30H,Q30I,Q31,Q32,Q33,Q34,Q35,Q36A,Q36B,Q36C,Q36D,Q36E,Q36F,Q36G,Q37A,Q37B,Q37C,Q37D,Q37E,Q38,Q39A,Q39B,Q39C,Q39D,Q39E,Q39F,Q39G,Q39H,Q39I,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47,Q48,Q50,Q50_DNA,Q51,Q51_DNA,Q51A,Q52,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q57A,Q57B,Q57C,Q57D,Q58A,Q58B,Q58C,Q58D,Q58E,Q59A,Q59B,Q61A,Q61B,Q61C,Q61D,Q62,Q63,Q64A,Q64B,Q64C,Q64D,Q65A,Q65B,Q66A,Q66B,Q66C,Q66D,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q69A,Q69B,Q69C,Q69D,Q70A,Q70B,Q70C,Q70D,Q71A,Q71B,Q71C,Q71D,Q71E,Q71F,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q73F,Q73G,Q73H,Q74_NO,Q74A,Q74B,Q74C,Q75A,Q75B,Q75C,Q75D,Q75E,Q75F,Q75G,Q75H,Q75_1A,Q75_1B,Q75_1C,Q76A,Q76B,Q76C,Q76D,Q76E,Q76F,Q76_1A,Q76_1B,Q76_1C,Q76_1D,Q76_1E,Q76_1F,Q76_1G,Q76_1H,Q77,Q78_M,Q78_Y,Q79,Q80,Q80A,Q81,Q83,Q84,Q85,Q86,Q87,Q87A,Q87B,Q88A,Q88B,Q88C,Q88D,Q88E,Q88F,Q89,Q90,Q91,Q91A,Q92,Q92_NONE,Q92A,Q93,Q93_NONE,Q94,Q95,BAYLOR_2014_LANGUAGE,AGE,AGE_VALID,STRATUM_KEY,STATE,PROJWT,WEIGHT,Q2,RELTRAD,I_GENDER,I_EDUC,I_MARITAL,I_RELIGION,I_ATTEND
128171991,33370,01_000755_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139833239,4139833239,755,755,31,en-US,12,,4,4,8,2,2,3,3,8,2,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,3,2,1,,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,4,4,2,4,4,4,4,2,3,3,3,2,2,4,4,1,4,4,1,3,3,1,1,1,1,2,2,2,2,2,2,1,2,2,3,2,8,3,4,4,1,4,4,1,4,4,4,4,3,2,3,3,2,1,2,3,2,2,3,1,1,1,3,1,4,2,2,2,2,0,0,20,,,1,2,1,4,4,1,4,4,4,2,2,3,3,9,9,9,9,2,12,12,1,1,1,3,2,1,1,1,2,1,2,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,4,0,0,0,4,1,0,0,1,3,3,2,3,3,2,2,1,1,1,2,1,2,1,,4,3,,5,4,4,4,4,4,4,4,1,1,5,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1978,1,4,2,1,,3,2,2,2,2,8,1,,,,,,1,6,,2,2,,22,2,,3,5,1,36,1,41,VA,31622.5238741495,0.425061994762259,,1,2,5,2,1,6
128171409,33370,01_000756_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139833502,4139833502,756,756,31,en-US,16,,2,3,3,5,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,3,3,2,3,2,3,3,3,4,4,4,2,3,1,1,1,1,1,2,2,2,2,2,1,4,3,4,3,2,4,4,4,3,3,3,2,3,2,3,2,2,2,2,2,2,1,3,2,2,3,2,2,3,1,4,2,4,2,2,2,2,0,0,23,,,1,2,1,4,3,1,3,2,4,1,3,3,1,4,4,7,7,4,31,16,4,4,4,1,1,1,1,1,2,1,3,3,1,1,1,4,1,1,1,2,1,4,2,1,1,1,2,2,1,1,4,1,0,0,3,1,3,3,3,3,1,2,1,2,1,2,2,2,1,1,,,,,,,,,,,,1,4,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,9,1957,1,1,2,4,50,3,1,2,2,2,8,1,2,2,2,2,2,,7,,2,2,,26,,1,3,7,1,57,1,41,IN,25525.2746511121,0.343104307652232,,4,1,6,2,4,3
128171410,33370,01_000757_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139836383,4139836383,757,757,31,en-US,12,,4,4,5,1,2,3,3,5,2,2,,1,2,2,1,1,1,1,1,1,0,2,2,3,0,0,1,1,1,1,3,1,3,3,3,1,4,4,4,2,4,2,4,2,1,3,4,3,4,2,4,3,4,2,4,3,4,2,4,4,4,3,4,3,1,2,3,1,2,2,2,2,2,2,2,2,2,1,2,7,3,2,8,3,2,3,1,4,1,1,3,3,4,4,4,2,2,1,2,1,3,8,8,1,1,1,2,1,3,1,2,1,2,2,2,2,0,,1,,1,1,,,,1,2,4,3,2,2,2,2,0,0,9,9,9,12,,3,2,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,0,3,3,3,3,3,2,2,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,1,5,5,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,10,1973,1,4,2,6,,,,1,2,2,8,2,1,2,2,2,2,,4,4,2,1,,25,1,,3,2,1,41,1,43,NC,118764.425457618,1.59640146981046,Orange Grove Baptist Church,3,2,3,1,3,4
128171992,33370,01_000758_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139831642,4139831642,758,758,31,en-US,20,,3,3,7,3,3,3,3,6,1,3,1,2,2,1,1,1,2,1,1,1,3,1,1,1,0,1,1,2,1,8,3,3,3,3,3,3,4,3,4,3,4,3,4,,1,4,4,4,4,2,4,4,4,1,3,2,3,1,3,4,4,3,4,3,4,1,3,2,,1,1,2,2,1,2,2,2,1,4,4,3,2,8,3,4,4,3,3,2,1,2,3,4,3,2,2,1,1,1,1,2,1,3,1,3,1,2,1,2,1,4,2,2,2,2,0,0,32,,45,,2,1,4,4,2,,,,3,2,3,3,8,8,9,8,8,16,20,3,3,2,3,2,1,1,1,1,1,2,1,3,2,3,2,4,2,4,5,4,2,2,2,2,2,2,2,2,0,2,4,1,0,3,1,3,3,2,3,2,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,1,2,4,3,3,4,3,2,2,1,2,2,2,2,2,1,2,1,,,1,3,2,1,40,2,2,1,2,2,8,1,2,2,2,2,2,,5,7,1,3,,36,,1,3,4,1,0,,31,OH,17054.9126606825,0.229247836918291,The Church of Christ,1,1,4,2,1,6
128171413,33370,01_000759_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139833996,4139833996,759,759,31,en-US,16,,1,4,0,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,1,1,1,3,4,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,,2,3,3,2,3,2,3,4,4,4,4,4,1,4,1,2,1,1,2,1,2,2,2,2,1,4,4,4,3,2,4,4,4,3,3,4,2,3,3,4,3,4,2,2,1,1,1,2,3,3,1,3,2,2,2,3,2,3,2,2,2,2,0,4,30,,40,,2,1,4,1,1,1,1,2,1,3,2,1,1,1,8,4,8,16,29,4,4,3,2,1,1,3,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,1,1,1,1,4,0,0,0,4,8,8,8,3,1,3,3,3,3,2,1,1,2,1,1,2,2,2,1,,,,,,,,,,,,2,2,4,2,2,2,2,2,2,2,1,2,1,2,1,1,2,1,11,1952,1,3,2,3,50,4,2,2,2,2,8,1,2,2,2,2,2,1,7,,2,3,,33,,1,3,6,1,62,1,42,MA,55624.8775934556,0.747695583134938,Roman Catholic,4,1,6,2,4,1
128171411,33370,01_000760_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139837680,4139837680,760,760,31,en-US,30,,4,4,7,5,3,3,5,8,1,3,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,2,2,2,1,5,4,1,2,4,4,1,4,1,4,2,4,1,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,4,4,4,1,4,3,1,3,4,2,1,1,1,2,2,2,1,2,2,1,3,3,3,4,2,3,3,3,2,3,3,3,4,3,4,2,3,2,3,3,2,2,2,3,1,2,3,1,2,2,2,1,3,2,2,2,2,0,0,22,,,1,2,1,4,4,2,,,,4,2,2,4,8,8,8,8,1,30,30,3,1,1,4,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,3,2,4,2,2,3,2,3,1,3,1,4,1,2,1,2,2,3,3,3,3,2,2,1,1,1,2,1,2,1,1,,,,,,,,,,,,4,4,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,11,1990,1,1,2,1,24,4,2,2,2,2,8,1,2,2,2,2,2,1,4,,2,,1,,,1,3,3,1,24,1,43,UT,271892.499621655,3.65471044341763,Latter-day Saint,6,1,3,2,5,6
128171412,33370,01_000761_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139835637,4139835637,761,761,31,en-US,31,,4,4,1,3,3,3,5,3,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,1,1,,3,1,3,2,4,4,,4,,4,1,4,1,1,3,4,,2,2,4,3,4,1,4,3,4,1,3,4,2,1,4,3,3,3,4,4,1,1,1,1,2,2,2,2,2,1,2,4,3,4,8,3,4,3,2,3,3,2,4,2,2,2,3,2,2,2,1,8,2,3,2,1,2,2,1,1,4,2,4,2,2,2,2,0,0,18,,,1,2,2,4,3,1,4,3,4,2,3,3,3,2,2,8,8,8,16,31,4,4,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,3,2,2,3,3,3,2,2,1,1,1,1,,2,1,1,,,,,,,,,,,,1,1,5,3,2,2,2,2,1,1,1,2,2,1,1,1,2,2,7,1942,1,2,2,6,,,,1,2,2,8,1,,,,,,,4,3,1,2,,18,,1,3,5,1,72,1,42,CA,54151.9604169931,0.727897001730165,Lutheran Missouri Synnod,1,2,3,2,1,2
128171414,33370,01_000762_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139819600,4139819600,762,762,31,en-US,16,,4,4,6,2,2,3,5,8,1,1,1,1,2,1,1,1,1,1,2,1,0,1,3,2,1,1,1,1,1,1,4,1,4,4,4,3,4,1,4,1,4,1,4,1,2,4,4,4,4,3,4,4,4,1,2,4,4,1,4,4,4,4,4,3,4,1,4,1,4,1,1,2,2,2,1,2,2,1,2,4,4,2,2,2,2,2,1,1,1,1,1,1,4,2,4,2,3,2,1,1,3,1,1,1,3,1,1,2,1,2,4,2,2,2,2,0,0,,1,,1,1,,,,1,4,4,4,4,1,4,4,7,7,6,4,4,16,16,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,1,1,5,5,3,5,1,1,1,1,1,1,2,1,2,1,2,2,1,1990,1,1,2,6,0,2,8,2,2,1,1,1,2,2,2,2,2,1,7,2,2,1,,23,1,,3,2,1,24,1,13,CA,66280.1550652484,0.890921137013263,Catholic,4,2,6,1,4,5
128171415,33370,01_000763_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139832059,4139832059,763,763,31,en-US,33,,3,4,7,5,4,3,4,8,2,4,2,3,4,3,3,2,2,1,1,1,3,3,1,4,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,4,4,,3,4,2,2,1,1,2,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,0,0,20,,38,,5,,,,2,,,,3,3,3,2,0,0,8,9,9,33,,2,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,3,3,3,3,3,3,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,3,3,4,2,2,2,2,2,3,1,,1,2,1,1,1,1,2,2,1962,1,1,2,6,,,,1,2,2,8,,1,,,,,,5,4,2,,,,,,3,3,1,52,1,32,IL,79185.8302713392,1.06439596997368,Methodist,3,2,4,3,3,6
128171416,33370,01_000764_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139831419,4139831419,764,764,31,en-US,18,,3,4,6,2,2,3,5,8,2,4,1,1,1,2,1,1,1,1,1,2,1,1,2,3,3,4,1,2,7,1,4,4,3,3,2,4,3,3,3,4,4,4,4,3,2,4,3,3,3,3,3,3,3,4,2,3,3,2,3,4,4,3,4,4,1,2,4,2,2,2,2,2,2,2,2,2,2,1,4,7,3,2,8,1,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,0,2,,1,,1,1,,,,1,2,2,2,2,2,3,2,0,0,5,7,0,18,,2,3,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,2,3,2,3,3,2,3,2,2,1,1,1,2,2,1,2,1,,,,,,,,,,,,2,1,2,3,2,2,2,2,2,,,,,,,,,2,9,1972,1,4,2,6,,,,2,2,1,1,2,1,2,2,2,,,2,4,2,4,,17,2,,3,1,1,42,1,31,NC,50337.6207306458,0.676625609154665,Christian,3,2,1,1,3,5
128171417,33370,01_000765_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139834045,4139834045,765,765,31,en-US,46,,1,1,0,,,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,1,0,1,3,4,6,,,,,,,,,,,,,,,,5,1,1,1,1,1,1,1,3,2,2,3,2,2,3,1,4,4,4,3,3,1,1,2,2,1,1,1,1,1,2,2,1,1,5,7,4,3,2,4,4,4,3,1,3,2,2,2,4,3,2,1,1,1,2,1,3,1,1,3,2,2,3,1,4,2,4,2,2,2,2,0,0,24,,40,,3,1,3,3,1,2,2,4,2,3,3,3,3,1,8,8,2,23,,4,3,3,2,,,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,3,3,2,2,2,3,2,2,0,4,2,2,2,3,1,3,3,3,3,2,1,1,2,1,1,2,1,2,,2,3,,3,3,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,7,1942,1,3,1,3,35,4,2,1,2,2,8,1,,,,,,,7,,1,2,,28,,1,3,7,1,72,1,42,CT,57051.6275045275,0.766873595795808,,7,1,6,2,6,1
128171418,33370,01_000766_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139834654,4139834654,766,766,31,en-US,21,,3,4,3,2,4,3,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,4,4,3,4,4,4,4,4,4,3,4,3,4,3,2,4,4,4,2,3,4,4,4,2,4,4,4,2,3,4,3,3,4,3,3,2,3,3,1,1,1,2,2,2,2,2,2,1,4,2,3,4,1,3,4,4,2,3,3,1,4,3,4,3,4,2,2,3,2,2,1,3,2,1,2,1,2,2,3,1,3,2,2,2,2,0,0,21,,,1,2,1,4,3,1,3,3,3,2,3,3,2,4,4,8,8,8,21,21,2,2,3,3,1,1,2,1,2,1,3,3,3,3,2,4,,,,,,,,,,,1,1,1,0,4,1,1,8,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,2,2,2,2,3,2,1,2,2,2,2,1,2,1,11,1955,1,3,2,3,40,3,2,1,2,1,1,1,,,,,,1,4,,1,2,,21,,1,3,5,1,59,1,42,FL,88491.2181727887,1.18947664851686,Pentecostal,1,1,3,2,1,3
128171419,33370,01_000767_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139833988,4139833988,767,767,31,en-US,46,,2,4,0,,,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,1,3,3,4,,1,1,2,4,3,1,1,1,1,1,3,1,4,1,3,3,3,3,3,2,4,4,2,2,3,1,4,1,2,1,4,3,4,4,4,1,4,2,2,1,1,1,2,2,1,2,2,1,4,5,4,3,2,3,4,3,2,3,3,1,1,3,4,3,2,1,1,1,2,1,3,1,1,2,8,2,3,1,3,2,3,2,2,2,2,0,0,29,,33,,5,,,,2,,,,1,2,3,3,0,0,9,8,2,16,,4,4,4,1,1,1,2,2,3,1,3,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,5,0,0,0,4,1,2,1,3,1,3,2,3,3,2,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,2,2,4,5,4,4,3,3,3,1,1,1,2,2,2,1,2,1,12,1970,1,1,2,1,50,2,2,1,2,1,1,,,,,,1,5,4,,2,,1,,,,1,5,1,44,1,42,MA,271892.499621655,3.65471044341763,,7,1,3,3,6,1
128171420,33370,01_000768_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139832645,4139832645,768,768,31,en-US,36,,4,4,6,2,1,3,1,3,,,,,,2,,,,,,,,3,,,,,,2,1,1,4,,,,,,,,,,,,4,,2,4,,,,,4,4,,3,,3,,,3,3,,,,1,4,,4,1,2,1,,,,,,,,,2,,2,3,2,3,3,3,1,2,3,1,4,3,,4,4,1,2,1,1,1,2,3,3,1,1,1,2,2,2,1,3,1,,,,1,0,18,,,,,,,,1,,4,,,4,3,4,6,3,9,8,1,12,36,4,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,1,1,1,1,1,2,2,1,1,,,,,,,,,,,,2,1,1,4,2,2,4,4,1,1,,1,2,,,,,2,9,1940,1,2,1,,,,,2,2,2,8,,1,,,,,,3,4,2,6,,20,,1,3,2,1,74,1,33,TN,70937.7040422974,0.95352673632489,,1,2,2,,1,5
128171421,33370,01_000769_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139834717,4139834717,769,769,31,en-US,46,,3,4,0,,,2,1,5,1,1,1,2,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,4,,3,2,4,3,4,2,4,1,2,2,2,1,2,1,4,2,2,2,2,2,2,2,4,1,3,3,3,2,4,1,4,4,4,3,4,2,3,2,4,1,1,2,2,2,2,2,2,1,6,4,3,2,2,3,2,3,2,2,2,1,2,3,3,3,2,2,1,1,2,1,3,2,1,2,2,1,2,2,1,1,3,2,2,2,2,3,0,,1,,1,1,,,,2,,,,3,2,3,3,0,0,0,3,4,46,,4,4,3,3,1,1,3,8,2,2,2,2,1,2,2,2,2,1,1,1,3,2,1,1,2,1,4,2,1,1,3,2,2,1,3,1,3,2,2,3,2,1,1,2,1,2,2,2,1,1,,,,,,,,,,,,2,2,4,3,3,3,5,3,2,1,1,1,2,2,1,2,2,1,4,1982,1,1,2,1,30,2,8,2,2,1,1,1,,,,,,1,3,,2,,1,,,1,3,3,1,32,1,42,TN,271892.499621655,3.65471044341763,,7,1,2,1,6,1
128171422,33370,01_000770_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139834463,4139834463,770,770,31,en-US,12,1,2,3,0,,,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,0,0,3,1,1,,4,3,3,4,3,3,4,2,4,2,4,2,4,2,1,4,4,4,4,4,4,4,3,2,2,2,3,2,2,3,4,4,4,4,4,2,3,2,1,1,1,2,2,2,2,2,2,1,2,5,2,2,1,2,2,2,1,2,3,1,3,4,4,4,4,2,3,3,8,1,1,3,1,1,8,1,2,2,2,1,2,2,2,2,2,0,0,21,,27,,2,2,3,3,1,3,3,3,2,3,3,2,1,1,2,2,2,12,12,2,2,2,3,1,1,3,1,3,1,4,4,2,2,2,3,1,1,1,1,1,5,2,2,2,2,4,3,2,2,2,2,2,0,1,3,2,3,2,2,1,2,1,1,1,2,1,2,1,,4,4,4,4,2,3,4,3,3,3,2,2,2,5,4,3,3,4,4,4,1,2,1,2,1,2,1,2,1,5,1963,1,3,2,1,37,1,1,1,2,1,1,1,2,2,2,2,2,1,3,,1,1,,25,,1,3,4,1,51,1,42,NC,239424.312043836,3.21828125031882,,1,1,2,2,1,1
128171423,33370,01_000771_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139836834,4139836834,771,771,31,en-US,46,,2,4,0,,,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,4,4,,2,1,3,1,3,2,1,1,1,1,3,1,1,1,5,2,2,2,2,2,2,2,1,1,3,3,3,2,4,1,4,4,4,4,4,1,3,2,2,1,1,2,2,2,2,2,2,1,5,6,3,3,2,3,3,3,2,2,3,2,2,2,3,2,2,,1,1,2,2,2,2,1,1,2,1,2,,3,1,3,2,2,2,2,0,0,,1,,1,3,1,4,1,2,,,,1,3,2,1,2,1,8,8,2,16,46,4,4,3,2,1,1,1,1,2,1,2,3,1,1,1,3,1,1,1,1,2,2,2,3,3,3,4,2,1,2,4,1,1,1,2,1,3,2,2,3,2,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,2,2,4,4,3,3,3,3,4,2,1,2,2,2,2,1,2,1,,1964,1,3,2,1,40,5,2,2,2,1,1,1,2,2,2,2,2,,6,,1,0,1,,,,1,6,1,50,1,43,OH,37477.8708097378,0.503768092301197,,7,1,5,2,6,1
128171424,33370,01_000772_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139834475,4139834475,772,772,31,en-US,46,,1,1,0,,,4,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,3,4,6,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,3,3,2,2,2,,4,4,4,4,4,1,3,2,4,1,2,2,2,2,2,2,2,1,5,6,3,3,2,4,3,,1,4,4,2,3,4,4,3,2,1,1,2,2,1,3,2,1,2,2,2,2,2,1,1,3,2,2,2,2,0,0,19,,36,,5,,,,2,,,,3,3,3,3,0,0,5,0,0,46,33,3,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,8,3,1,3,2,2,2,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,2,2,4,1,3,3,2,1,2,1,1,1,2,2,1,1,2,1,4,1949,1,4,1,6,,,,1,2,2,,1,2,2,2,2,2,1,3,3,2,,1,,,,3,2,1,65,1,42,NC,175623.918169913,2.36069243816089,,7,1,2,3,6,1
128171993,33370,01_000773_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139830394,4139830394,773,773,31,en-US,16,,4,3,5,4,8,3,5,8,1,1,1,1,1,1,2,1,1,4,2,1,2,1,8,1,0,3,1,2,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,3,4,1,4,3,3,1,3,4,4,1,4,4,2,4,4,4,1,1,1,2,1,2,1,2,2,1,4,3,4,3,2,2,3,3,1,2,1,2,4,4,4,4,4,2,3,1,3,1,2,2,3,3,3,1,1,,2,1,2,2,2,2,2,0,0,22,,26,,5,,,,2,,,,3,4,3,1,8,1,9,9,1,12,,1,1,1,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,1,3,2,3,3,1,2,2,1,2,2,2,2,2,1,,3,3,3,5,5,1,1,1,1,1,1,1,1,5,1,4,3,3,5,5,2,1,2,2,2,1,1,1,,,,,,,,,,,1,2,1,1,1,,,,,,2,5,4,1,,1,,,,3,2,1,0,,22,NM,171053.437868832,2.29925719404405,Roman Catholic,4,,4,3,4,4
128171425,33370,01_000774_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139835788,4139835788,774,774,31,en-US,46,,1,3,0,,,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,1,3,0,0,0,3,4,4,,2,2,2,2,2,2,2,1,2,1,4,1,4,1,5,1,2,2,2,2,2,2,,1,3,3,,2,2,,4,2,4,4,4,1,3,2,2,2,1,2,2,2,2,2,2,1,6,7,3,3,2,4,4,4,3,3,3,3,2,2,3,2,2,,1,1,2,1,3,3,2,2,8,1,2,1,4,2,4,2,2,2,2,0,0,22,,37,,5,,,,1,2,2,3,1,3,2,1,8,7,6,3,1,31,,4,4,3,1,1,1,1,1,2,1,2,3,1,1,1,4,1,1,1,1,1,3,1,1,1,1,4,1,1,1,4,8,8,8,3,2,3,3,3,2,2,1,1,2,1,1,2,,1,1,,,,,,,,,,,,3,4,2,4,3,3,2,3,3,2,1,2,2,1,1,1,2,2,6,1954,1,1,2,2,50,5,2,2,2,2,8,1,,,,,,1,6,,2,2,,26,0,,3,6,1,60,1,42,WA,49568.0608741908,0.666281379548718,,7,2,5,3,6,1
128171426,33370,01_000775_00000031,162048140_01,SCAN,162048140,3/26/2014,OTHER,1/30/2014,en-US,162048140,4139838126,4139838126,775,775,31,en-US,46,,1,1,0,,,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,8,2,0,1,1,1,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,3,4,1,4,2,4,3,4,3,3,4,,1,1,1,1,1,2,1,2,1,2,4,4,4,1,3,3,3,2,1,3,2,4,4,4,4,4,2,3,3,3,3,3,3,3,1,3,1,1,2,3,1,3,2,2,2,2,1,3,24,,30,,2,1,4,2,1,4,1,4,4,3,3,3,1,1,6,6,5,10,33,3,2,2,3,1,1,1,1,2,1,4,4,1,1,1,3,1,1,1,1,1,3,3,2,2,2,3,2,2,2,4,1,2,2,2,3,3,3,3,1,1,2,1,1,1,2,1,2,1,,4,4,4,5,5,3,5,5,4,4,3,1,1,5,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,7,1949,1,2,1,1,40,3,1,1,2,1,1,1,,,,,,,4,,1,1,,40,,1,3,6,1,65,1,43,WA,47028.5014144876,0.632145261443318,,7,1,3,2,6,1
